Series_Reference,Period,Data_Value,Status Code,Type,Group,Description
CPIQ.SE907303PPCA,2023.06,0.168,FINAL,Percentage points contribution annual,Class,Domestic air transport
CPIQ.SE907303PPCP,2023.06,-0.004,FINAL,Percentage points contribution quarterly,Class,Domestic air transport
CPIQ.SE907304,2023.06,1539,FINAL,Main CPI,Class,International air transport
CPIQ.SE907304IPCA,2023.06,3.5,FINAL,Index point contribution annual,Class,International air transport
CPIQ.SE907304IPCP,2023.06,-2.77,FINAL,Index point contribution quarterly,Class,International air transport
CPIQ.SE907304PCCA,2023.06,5,FINAL,Percentage contribution annual,Class,International air transport
CPIQ.SE907304PCCP,2023.06,-21.3,FINAL,Percentage contribution quarterly,Class,International air transport
CPIQ.SE907304PPCA,2023.06,0.3,FINAL,Percentage points contribution annual,Class,International air transport
CPIQ.SE907304PPCP,2023.06,-0.235,FINAL,Percentage points contribution quarterly,Class,International air transport
CPIQ.SE907305,2023.06,1046,FINAL,Main CPI,Class,Sea passenger transport
CPIQ.SE907305IPCA,2023.06,-0.04,FINAL,Index point contribution annual,Class,Sea passenger transport
CPIQ.SE907305IPCP,2023.06,0,FINAL,Index point contribution quarterly,Class,Sea passenger transport
CPIQ.SE907305PCCA,2023.06,-0.1,FINAL,Percentage contribution annual,Class,Sea passenger transport
CPIQ.SE907305PCCP,2023.06,0,FINAL,Percentage contribution quarterly,Class,Sea passenger transport
CPIQ.SE907305PPCA,2023.06,-0.003,FINAL,Percentage points contribution annual,Class,Sea passenger transport
CPIQ.SE907305PPCP,2023.06,0,FINAL,Percentage points contribution quarterly,Class,Sea passenger transport
CPIQ.SE9073IPCA,2023.06,6.25,FINAL,Index point contribution annual,Subgroup,Passenger transport services
CPIQ.SE9073IPCP,2023.06,-2.89,FINAL,Index point contribution quarterly,Subgroup,Passenger transport services
CPIQ.SE9073PCCA,2023.06,8.9,FINAL,Percentage contribution annual,Subgroup,Passenger transport services
CPIQ.SE9073PCCP,2023.06,-22.2,FINAL,Percentage contribution quarterly,Subgroup,Passenger transport services
CPIQ.SE9073PPCA,2023.06,0.535,FINAL,Percentage points contribution annual,Subgroup,Passenger transport services
CPIQ.SE9073PPCP,2023.06,-0.245,FINAL,Percentage points contribution quarterly,Subgroup,Passenger transport services
CPIQ.SE907IPCA,2023.06,-1.1,FINAL,Index point contribution annual,Group,Transport
CPIQ.SE907IPCP,2023.06,-3.27,FINAL,Index point contribution quarterly,Group,Transport
CPIQ.SE907PCCA,2023.06,-1.6,FINAL,Percentage contribution annual,Group,Transport
CPIQ.SE907PCCP,2023.06,-25.1,FINAL,Percentage contribution quarterly,Group,Transport
CPIQ.SE907PPCA,2023.06,-0.094,FINAL,Percentage points contribution annual,Group,Transport
CPIQ.SE907PPCP,2023.06,-0.276,FINAL,Percentage points contribution quarterly,Group,Transport
CPIQ.SE908,2023.06,865,FINAL,Main CPI,Group,Communication
CPIQ.SE9081,2023.06,1254,FINAL,Main CPI,Subgroup,Postal services
CPIQ.SE908100,2023.06,1254,FINAL,Main CPI,Class,Postal services
CPIQ.SE908100IPCA,2023.06,0.08,FINAL,Index point contribution annual,Class,Postal services
CPIQ.SE908100IPCP,2023.06,-0.02,FINAL,Index point contribution quarterly,Class,Postal services
CPIQ.SE908100PCCA,2023.06,0.1,FINAL,Percentage contribution annual,Class,Postal services
CPIQ.SE908100PCCP,2023.06,-0.1,FINAL,Percentage contribution quarterly,Class,Postal services
CPIQ.SE908100PPCA,2023.06,0.007,FINAL,Percentage points contribution annual,Class,Postal services
CPIQ.SE908100PPCP,2023.06,-0.001,FINAL,Percentage points contribution quarterly,Class,Postal services
CPIQ.SE9081IPCA,2023.06,0.08,FINAL,Index point contribution annual,Subgroup,Postal services
CPIQ.SE9081IPCP,2023.06,-0.02,FINAL,Index point contribution quarterly,Subgroup,Postal services
CPIQ.SE9081PCCA,2023.06,0.1,FINAL,Percentage contribution annual,Subgroup,Postal services
CPIQ.SE9081PCCP,2023.06,-0.1,FINAL,Percentage contribution quarterly,Subgroup,Postal services
CPIQ.SE9081PPCA,2023.06,0.007,FINAL,Percentage points contribution annual,Subgroup,Postal services
CPIQ.SE9081PPCP,2023.06,-0.001,FINAL,Percentage points contribution quarterly,Subgroup,Postal services
CPIQ.SE9082,2023.06,507,FINAL,Main CPI,Subgroup,Telecommunication equipment
CPIQ.SE908200,2023.06,507,FINAL,Main CPI,Class,Telecommunication equipment
CPIQ.SE908200IPCA,2023.06,-1.2,FINAL,Index point contribution annual,Class,Telecommunication equipment
CPIQ.SE908200IPCP,2023.06,-0.4,FINAL,Index point contribution quarterly,Class,Telecommunication equipment
CPIQ.SE908200PCCA,2023.06,-1.7,FINAL,Percentage contribution annual,Class,Telecommunication equipment
CPIQ.SE908200PCCP,2023.06,-3.1,FINAL,Percentage contribution quarterly,Class,Telecommunication equipment
CPIQ.SE908200PPCA,2023.06,-0.103,FINAL,Percentage points contribution annual,Class,Telecommunication equipment
CPIQ.SE908200PPCP,2023.06,-0.034,FINAL,Percentage points contribution quarterly,Class,Telecommunication equipment
CPIQ.SE9082IPCA,2023.06,-1.2,FINAL,Index point contribution annual,Subgroup,Telecommunication equipment
CPIQ.SE9082IPCP,2023.06,-0.4,FINAL,Index point contribution quarterly,Subgroup,Telecommunication equipment
CPIQ.SE9082PCCA,2023.06,-1.7,FINAL,Percentage contribution annual,Subgroup,Telecommunication equipment
CPIQ.SE9082PCCP,2023.06,-3.1,FINAL,Percentage contribution quarterly,Subgroup,Telecommunication equipment
CPIQ.SE9082PPCA,2023.06,-0.103,FINAL,Percentage points contribution annual,Subgroup,Telecommunication equipment
CPIQ.SE9082PPCP,2023.06,-0.034,FINAL,Percentage points contribution quarterly,Subgroup,Telecommunication equipment
CPIQ.SE9083,2023.06,941,FINAL,Main CPI,Subgroup,Telecommunication services
CPIQ.SE908300,2023.06,941,FINAL,Main CPI,Class,Telecommunication services
CPIQ.SE908300IPCA,2023.06,0.94,FINAL,Index point contribution annual,Class,Telecommunication services
CPIQ.SE908300IPCP,2023.06,0.24,FINAL,Index point contribution quarterly,Class,Telecommunication services
CPIQ.SE908300PCCA,2023.06,1.3,FINAL,Percentage contribution annual,Class,Telecommunication services
CPIQ.SE908300PCCP,2023.06,1.9,FINAL,Percentage contribution quarterly,Class,Telecommunication services
CPIQ.SE908300PPCA,2023.06,0.08,FINAL,Percentage points contribution annual,Class,Telecommunication services
CPIQ.SE908300PPCP,2023.06,0.021,FINAL,Percentage points contribution quarterly,Class,Telecommunication services
CPIQ.SE9083IPCA,2023.06,0.94,FINAL,Index point contribution annual,Subgroup,Telecommunication services
CPIQ.SE9083IPCP,2023.06,0.24,FINAL,Index point contribution quarterly,Subgroup,Telecommunication services
CPIQ.SE9083PCCA,2023.06,1.3,FINAL,Percentage contribution annual,Subgroup,Telecommunication services
CPIQ.SE9083PCCP,2023.06,1.9,FINAL,Percentage contribution quarterly,Subgroup,Telecommunication services
CPIQ.SE9083PPCA,2023.06,0.08,FINAL,Percentage points contribution annual,Subgroup,Telecommunication services
CPIQ.SE9083PPCP,2023.06,0.021,FINAL,Percentage points contribution quarterly,Subgroup,Telecommunication services
CPIQ.SE908IPCA,2023.06,-0.18,FINAL,Index point contribution annual,Group,Communication
CPIQ.SE908IPCP,2023.06,-0.17,FINAL,Index point contribution quarterly,Group,Communication
CPIQ.SE908PCCA,2023.06,-0.3,FINAL,Percentage contribution annual,Group,Communication
CPIQ.SE908PCCP,2023.06,-1.3,FINAL,Percentage contribution quarterly,Group,Communication
CPIQ.SE908PPCA,2023.06,-0.016,FINAL,Percentage points contribution annual,Group,Communication
CPIQ.SE908PPCP,2023.06,-0.014,FINAL,Percentage points contribution quarterly,Group,Communication
CPIQ.SE909,2023.06,1183,FINAL,Main CPI,Group,Recreation and culture
CPIQ.SE9091,2023.06,529,FINAL,Main CPI,Subgroup,Audio-visual and computing equipment
CPIQ.SE909101,2023.06,336,FINAL,Main CPI,Class,Audio-visual equipment
CPIQ.SE909101IPCA,2023.06,-0.33,FINAL,Index point contribution annual,Class,Audio-visual equipment
CPIQ.SE909101IPCP,2023.06,-0.54,FINAL,Index point contribution quarterly,Class,Audio-visual equipment
CPIQ.SE909101PCCA,2023.06,-0.5,FINAL,Percentage contribution annual,Class,Audio-visual equipment
CPIQ.SE909101PCCP,2023.06,-4.2,FINAL,Percentage contribution quarterly,Class,Audio-visual equipment
CPIQ.SE909101PPCA,2023.06,-0.028,FINAL,Percentage points contribution annual,Class,Audio-visual equipment
CPIQ.SE909101PPCP,2023.06,-0.046,FINAL,Percentage points contribution quarterly,Class,Audio-visual equipment
CPIQ.SE909102,2023.06,614,FINAL,Main CPI,Class,Computing equipment
CPIQ.SE909102IPCA,2023.06,-0.19,FINAL,Index point contribution annual,Class,Computing equipment
CPIQ.SE909102IPCP,2023.06,-0.38,FINAL,Index point contribution quarterly,Class,Computing equipment
CPIQ.SE909102PCCA,2023.06,-0.3,FINAL,Percentage contribution annual,Class,Computing equipment
CPIQ.SE909102PCCP,2023.06,-2.9,FINAL,Percentage contribution quarterly,Class,Computing equipment
CPIQ.SE909102PPCA,2023.06,-0.016,FINAL,Percentage points contribution annual,Class,Computing equipment
CPIQ.SE909102PPCP,2023.06,-0.032,FINAL,Percentage points contribution quarterly,Class,Computing equipment
CPIQ.SE909103,2023.06,1042,FINAL,Main CPI,Class,Recording media
CPIQ.SE909103IPCA,2023.06,0.04,FINAL,Index point contribution annual,Class,Recording media
CPIQ.SE909103IPCP,2023.06,-0.01,FINAL,Index point contribution quarterly,Class,Recording media
CPIQ.SE909103PCCA,2023.06,0.1,FINAL,Percentage contribution annual,Class,Recording media
CPIQ.SE909103PCCP,2023.06,0,FINAL,Percentage contribution quarterly,Class,Recording media
CPIQ.SE909103PPCA,2023.06,0.003,FINAL,Percentage points contribution annual,Class,Recording media
CPIQ.SE909103PPCP,2023.06,-0.001,FINAL,Percentage points contribution quarterly,Class,Recording media
CPIQ.SE9091IPCA,2023.06,-0.48,FINAL,Index point contribution annual,Subgroup,Audio-visual and computing equipment
CPIQ.SE9091IPCP,2023.06,-0.93,FINAL,Index point contribution quarterly,Subgroup,Audio-visual and computing equipment
CPIQ.SE9091PCCA,2023.06,-0.7,FINAL,Percentage contribution annual,Subgroup,Audio-visual and computing equipment
CPIQ.SE9091PCCP,2023.06,-7.1,FINAL,Percentage contribution quarterly,Subgroup,Audio-visual and computing equipment
CPIQ.SE9091PPCA,2023.06,-0.041,FINAL,Percentage points contribution annual,Subgroup,Audio-visual and computing equipment
CPIQ.SE9091PPCP,2023.06,-0.079,FINAL,Percentage points contribution quarterly,Subgroup,Audio-visual and computing equipment
CPIQ.SE9092,2023.06,1324,FINAL,Main CPI,Subgroup,Major recreational and cultural equipment
CPIQ.SE909200,2023.06,1324,FINAL,Main CPI,Class,Major recreational and cultural equipment
CPIQ.SE909200IPCA,2023.06,0.16,FINAL,Index point contribution annual,Class,Major recreational and cultural equipment
CPIQ.SE909200IPCP,2023.06,0,FINAL,Index point contribution quarterly,Class,Major recreational and cultural equipment
CPIQ.SE909200PCCA,2023.06,0.2,FINAL,Percentage contribution annual,Class,Major recreational and cultural equipment
CPIQ.SE909200PCCP,2023.06,0,FINAL,Percentage contribution quarterly,Class,Major recreational and cultural equipment
CPIQ.SE909200PPCA,2023.06,0.013,FINAL,Percentage points contribution annual,Class,Major recreational and cultural equipment
CPIQ.SE909200PPCP,2023.06,0,FINAL,Percentage points contribution quarterly,Class,Major recreational and cultural equipment
CPIQ.SE9092IPCA,2023.06,0.16,FINAL,Index point contribution annual,Subgroup,Major recreational and cultural equipment
CPIQ.SE9092IPCP,2023.06,0,FINAL,Index point contribution quarterly,Subgroup,Major recreational and cultural equipment
CPIQ.SE9092PCCA,2023.06,0.2,FINAL,Percentage contribution annual,Subgroup,Major recreational and cultural equipment
CPIQ.SE9092PCCP,2023.06,0,FINAL,Percentage contribution quarterly,Subgroup,Major recreational and cultural equipment
CPIQ.SE9092PPCA,2023.06,0.013,FINAL,Percentage points contribution annual,Subgroup,Major recreational and cultural equipment
CPIQ.SE9092PPCP,2023.06,0,FINAL,Percentage points contribution quarterly,Subgroup,Major recreational and cultural equipment
CPIQ.SE9093,2023.06,1278,FINAL,Main CPI,Subgroup,Other recreational equipment and supplies
CPIQ.SE909301,2023.06,1278,FINAL,Main CPI,Class,"Games, toys and hobbies"
CPIQ.SE909301IPCA,2023.06,0.59,FINAL,Index point contribution annual,Class,"Games, toys and hobbies"
CPIQ.SE909301IPCP,2023.06,-0.29,FINAL,Index point contribution quarterly,Class,"Games, toys and hobbies"
CPIQ.SE909301PCCA,2023.06,0.8,FINAL,Percentage contribution annual,Class,"Games, toys and hobbies"
CPIQ.SE909301PCCP,2023.06,-2.2,FINAL,Percentage contribution quarterly,Class,"Games, toys and hobbies"
CPIQ.SE909301PPCA,2023.06,0.05,FINAL,Percentage points contribution annual,Class,"Games, toys and hobbies"
CPIQ.SE909301PPCP,2023.06,-0.025,FINAL,Percentage points contribution quarterly,Class,"Games, toys and hobbies"
CPIQ.SE909302,2023.06,1078,FINAL,Main CPI,Class,"Equipment for sport, camping and outdoor recreatio"
CPIQ.SE909302IPCA,2023.06,0.16,FINAL,Index point contribution annual,Class,"Equipment for sport, camping and outdoor recreatio"
CPIQ.SE909302IPCP,2023.06,0.02,FINAL,Index point contribution quarterly,Class,"Equipment for sport, camping and outdoor recreatio"
CPIQ.SE909302PCCA,2023.06,0.2,FINAL,Percentage contribution annual,Class,"Equipment for sport, camping and outdoor recreatio"
CPIQ.SE909302PCCP,2023.06,0.2,FINAL,Percentage contribution quarterly,Class,"Equipment for sport, camping and outdoor recreatio"
CPIQ.SE909302PPCA,2023.06,0.014,FINAL,Percentage points contribution annual,Class,"Equipment for sport, camping and outdoor recreatio"
CPIQ.SE909302PPCP,2023.06,0.002,FINAL,Percentage points contribution quarterly,Class,"Equipment for sport, camping and outdoor recreatio"
CPIQ.SE909303,2023.06,1253,FINAL,Main CPI,Class,"Plants, flowers and gardening supplies"
CPIQ.SE909303IPCA,2023.06,0.35,FINAL,Index point contribution annual,Class,"Plants, flowers and gardening supplies"
CPIQ.SE909303IPCP,2023.06,0.1,FINAL,Index point contribution quarterly,Class,"Plants, flowers and gardening supplies"
CPIQ.SE909303PCCA,2023.06,0.5,FINAL,Percentage contribution annual,Class,"Plants, flowers and gardening supplies"
CPIQ.SE909303PCCP,2023.06,0.7,FINAL,Percentage contribution quarterly,Class,"Plants, flowers and gardening supplies"
CPIQ.SE909303PPCA,2023.06,0.03,FINAL,Percentage points contribution annual,Class,"Plants, flowers and gardening supplies"
CPIQ.SE909303PPCP,2023.06,0.008,FINAL,Percentage points contribution quarterly,Class,"Plants, flowers and gardening supplies"
CPIQ.SE909304,2023.06,1438,FINAL,Main CPI,Class,Pet-related products
CPIQ.SE909304IPCA,2023.06,1.89,FINAL,Index point contribution annual,Class,Pet-related products
CPIQ.SE909304IPCP,2023.06,0.99,FINAL,Index point contribution quarterly,Class,Pet-related products
CPIQ.SE909304PCCA,2023.06,2.7,FINAL,Percentage contribution annual,Class,Pet-related products
CPIQ.SE909304PCCP,2023.06,7.6,FINAL,Percentage contribution quarterly,Class,Pet-related products
CPIQ.SE909304PPCA,2023.06,0.162,FINAL,Percentage points contribution annual,Class,Pet-related products
CPIQ.SE909304PPCP,2023.06,0.084,FINAL,Percentage points contribution quarterly,Class,Pet-related products
CPIQ.SE9093IPCA,2023.06,2.99,FINAL,Index point contribution annual,Subgroup,Other recreational equipment and supplies
CPIQ.SE9093IPCP,2023.06,0.82,FINAL,Index point contribution quarterly,Subgroup,Other recreational equipment and supplies
CPIQ.SE9093PCCA,2023.06,4.3,FINAL,Percentage contribution annual,Subgroup,Other recreational equipment and supplies
CPIQ.SE9093PCCP,2023.06,6.3,FINAL,Percentage contribution quarterly,Subgroup,Other recreational equipment and supplies
CPIQ.SE9093PPCA,2023.06,0.256,FINAL,Percentage points contribution annual,Subgroup,Other recreational equipment and supplies
CPIQ.SE9093PPCP,2023.06,0.069,FINAL,Percentage points contribution quarterly,Subgroup,Other recreational equipment and supplies
CPIQ.SE9094,2023.06,1111,FINAL,Main CPI,Subgroup,Recreational and cultural services
CPIQ.SE909401,2023.06,1171,FINAL,Main CPI,Class,Recreational and sporting services
CPIQ.SE909401IPCA,2023.06,0.52,FINAL,Index point contribution annual,Class,Recreational and sporting services
CPIQ.SE909401IPCP,2023.06,0.09,FINAL,Index point contribution quarterly,Class,Recreational and sporting services
CPIQ.SE909401PCCA,2023.06,0.7,FINAL,Percentage contribution annual,Class,Recreational and sporting services
CPIQ.SE909401PCCP,2023.06,0.7,FINAL,Percentage contribution quarterly,Class,Recreational and sporting services
CPIQ.SE909401PPCA,2023.06,0.045,FINAL,Percentage points contribution annual,Class,Recreational and sporting services
CPIQ.SE909401PPCP,2023.06,0.008,FINAL,Percentage points contribution quarterly,Class,Recreational and sporting services
CPIQ.SE909402,2023.06,998,FINAL,Main CPI,Class,Cultural services
CPIQ.SE909402IPCA,2023.06,0.46,FINAL,Index point contribution annual,Class,Cultural services
CPIQ.SE909402IPCP,2023.06,0.34,FINAL,Index point contribution quarterly,Class,Cultural services
CPIQ.SE909402PCCA,2023.06,0.7,FINAL,Percentage contribution annual,Class,Cultural services
CPIQ.SE909402PCCP,2023.06,2.6,FINAL,Percentage contribution quarterly,Class,Cultural services
CPIQ.SE909402PPCA,2023.06,0.039,FINAL,Percentage points contribution annual,Class,Cultural services
CPIQ.SE909402PPCP,2023.06,0.029,FINAL,Percentage points contribution quarterly,Class,Cultural services
CPIQ.SE909403,2023.06,1344,FINAL,Main CPI,Class,Veterinary services
CPIQ.SE909403IPCA,2023.06,0.43,FINAL,Index point contribution annual,Class,Veterinary services
CPIQ.SE909403IPCP,2023.06,0.26,FINAL,Index point contribution quarterly,Class,Veterinary services
CPIQ.SE909403PCCA,2023.06,0.6,FINAL,Percentage contribution annual,Class,Veterinary services
CPIQ.SE909403PCCP,2023.06,2,FINAL,Percentage contribution quarterly,Class,Veterinary services
CPIQ.SE909403PPCA,2023.06,0.037,FINAL,Percentage points contribution annual,Class,Veterinary services
CPIQ.SE909403PPCP,2023.06,0.022,FINAL,Percentage points contribution quarterly,Class,Veterinary services
CPIQ.SE9094IPCA,2023.06,1.41,FINAL,Index point contribution annual,Subgroup,Recreational and cultural services
CPIQ.SE9094IPCP,2023.06,0.69,FINAL,Index point contribution quarterly,Subgroup,Recreational and cultural services
CPIQ.SE9094PCCA,2023.06,2,FINAL,Percentage contribution annual,Subgroup,Recreational and cultural services
CPIQ.SE9094PCCP,2023.06,5.3,FINAL,Percentage contribution quarterly,Subgroup,Recreational and cultural services
CPIQ.SE9094PPCA,2023.06,0.121,FINAL,Percentage points contribution annual,Subgroup,Recreational and cultural services
CPIQ.SE9094PPCP,2023.06,0.058,FINAL,Percentage points contribution quarterly,Subgroup,Recreational and cultural services
CPIQ.SE9095,2023.06,1258,FINAL,Main CPI,Subgroup,"Newspapers, books and stationery"
CPIQ.SE909501,2023.06,1077,FINAL,Main CPI,Class,Books
CPIQ.SE909501IPCA,2023.06,0.1,FINAL,Index point contribution annual,Class,Books
CPIQ.SE909501IPCP,2023.06,0.04,FINAL,Index point contribution quarterly,Class,Books
CPIQ.SE909501PCCA,2023.06,0.1,FINAL,Percentage contribution annual,Class,Books
CPIQ.SE909501PCCP,2023.06,0.3,FINAL,Percentage contribution quarterly,Class,Books
CPIQ.SE909501PPCA,2023.06,0.009,FINAL,Percentage points contribution annual,Class,Books
CPIQ.SE909501PPCP,2023.06,0.003,FINAL,Percentage points contribution quarterly,Class,Books
CPIQ.SE909502,2023.06,1418,FINAL,Main CPI,Class,Newspapers and magazines
CPIQ.SE909502IPCA,2023.06,0.3,FINAL,Index point contribution annual,Class,Newspapers and magazines
CPIQ.SE909502IPCP,2023.06,0.09,FINAL,Index point contribution quarterly,Class,Newspapers and magazines
CPIQ.SE909502PCCA,2023.06,0.4,FINAL,Percentage contribution annual,Class,Newspapers and magazines
CPIQ.SE909502PCCP,2023.06,0.7,FINAL,Percentage contribution quarterly,Class,Newspapers and magazines
CPIQ.SE909502PPCA,2023.06,0.026,FINAL,Percentage points contribution annual,Class,Newspapers and magazines
CPIQ.SE909502PPCP,2023.06,0.007,FINAL,Percentage points contribution quarterly,Class,Newspapers and magazines
CPIQ.SE909504,2023.06,1229,FINAL,Main CPI,Class,Stationery and drawing materials
CPIQ.SE909504IPCA,2023.06,0.22,FINAL,Index point contribution annual,Class,Stationery and drawing materials
CPIQ.SE909504IPCP,2023.06,0.1,FINAL,Index point contribution quarterly,Class,Stationery and drawing materials
CPIQ.SE909504PCCA,2023.06,0.3,FINAL,Percentage contribution annual,Class,Stationery and drawing materials
CPIQ.SE909504PCCP,2023.06,0.8,FINAL,Percentage contribution quarterly,Class,Stationery and drawing materials
CPIQ.SE909504PPCA,2023.06,0.019,FINAL,Percentage points contribution annual,Class,Stationery and drawing materials
CPIQ.SE909504PPCP,2023.06,0.008,FINAL,Percentage points contribution quarterly,Class,Stationery and drawing materials
CPIQ.SE9095IPCA,2023.06,0.62,FINAL,Index point contribution annual,Subgroup,"Newspapers, books and stationery"
CPIQ.SE9095IPCP,2023.06,0.23,FINAL,Index point contribution quarterly,Subgroup,"Newspapers, books and stationery"
CPIQ.SE9095PCCA,2023.06,0.9,FINAL,Percentage contribution annual,Subgroup,"Newspapers, books and stationery"
CPIQ.SE9095PCCP,2023.06,1.7,FINAL,Percentage contribution quarterly,Subgroup,"Newspapers, books and stationery"
CPIQ.SE9095PPCA,2023.06,0.053,FINAL,Percentage points contribution annual,Subgroup,"Newspapers, books and stationery"
CPIQ.SE9095PPCP,2023.06,0.019,FINAL,Percentage points contribution quarterly,Subgroup,"Newspapers, books and stationery"
CPIQ.SE9096,2023.06,1622,FINAL,Main CPI,Subgroup,Accommodation services
CPIQ.SE909600IPCA,2023.06,2.38,FINAL,Index point contribution annual,Class,Accommodation services
CPIQ.SE909600IPCP,2023.06,0.74,FINAL,Index point contribution quarterly,Class,Accommodation services
CPIQ.SE909600PCCA,2023.06,3.4,FINAL,Percentage contribution annual,Class,Accommodation services
CPIQ.SE909600PCCP,2023.06,5.7,FINAL,Percentage contribution quarterly,Class,Accommodation services
CPIQ.SE909600PPCA,2023.06,0.204,FINAL,Percentage points contribution annual,Class,Accommodation services
CPIQ.SE909600PPCP,2023.06,0.063,FINAL,Percentage points contribution quarterly,Class,Accommodation services
CPIQ.SE909601,2023.06,1614,FINAL,Main CPI,Class,Domestic accommodation services
CPIQ.SE909602,2023.06,1491,FINAL,Main CPI,Class,Overseas accommodation prepaid in New Zealand
CPIQ.SE9096IPCA,2023.06,2.53,FINAL,Index point contribution annual,Subgroup,Accommodation services
CPIQ.SE9096IPCP,2023.06,0.39,FINAL,Index point contribution quarterly,Subgroup,Accommodation services
CPIQ.SE9096PCCA,2023.06,3.6,FINAL,Percentage contribution annual,Subgroup,Accommodation services
CPIQ.SE9096PCCP,2023.06,3,FINAL,Percentage contribution quarterly,Subgroup,Accommodation services
CPIQ.SE9096PPCA,2023.06,0.217,FINAL,Percentage points contribution annual,Subgroup,Accommodation services
CPIQ.SE9096PPCP,2023.06,0.033,FINAL,Percentage points contribution quarterly,Subgroup,Accommodation services
CPIQ.SE909IPCA,2023.06,7.23,FINAL,Index point contribution annual,Group,Recreation and culture
CPIQ.SE909IPCP,2023.06,1.19,FINAL,Index point contribution quarterly,Group,Recreation and culture
CPIQ.SE909PCCA,2023.06,10.3,FINAL,Percentage contribution annual,Group,Recreation and culture
CPIQ.SE909PCCP,2023.06,9.2,FINAL,Percentage contribution quarterly,Group,Recreation and culture
CPIQ.SE909PPCA,2023.06,0.619,FINAL,Percentage points contribution annual,Group,Recreation and culture
CPIQ.SE909PPCP,2023.06,0.101,FINAL,Percentage points contribution quarterly,Group,Recreation and culture
CPIQ.SE910,2023.06,1064,FINAL,Main CPI,Group,Education
CPIQ.SE9101,2023.06,1151,FINAL,Main CPI,Subgroup,Early childhood education
CPIQ.SE910100,2023.06,1151,FINAL,Main CPI,Class,Early childhood education
CPIQ.SE910100IPCA,2023.06,0.27,FINAL,Index point contribution annual,Class,Early childhood education
CPIQ.SE910100IPCP,2023.06,0,FINAL,Index point contribution quarterly,Class,Early childhood education
CPIQ.SE910100PCCA,2023.06,0.4,FINAL,Percentage contribution annual,Class,Early childhood education
CPIQ.SE910100PCCP,2023.06,0,FINAL,Percentage contribution quarterly,Class,Early childhood education
CPIQ.SE910100PPCA,2023.06,0.023,FINAL,Percentage points contribution annual,Class,Early childhood education
CPIQ.SE910100PPCP,2023.06,0,FINAL,Percentage points contribution quarterly,Class,Early childhood education
CPIQ.SE9101IPCA,2023.06,0.27,FINAL,Index point contribution annual,Subgroup,Early childhood education
CPIQ.SE9101IPCP,2023.06,0,FINAL,Index point contribution quarterly,Subgroup,Early childhood education
CPIQ.SE9101PCCA,2023.06,0.4,FINAL,Percentage contribution annual,Subgroup,Early childhood education
CPIQ.SE9101PCCP,2023.06,0,FINAL,Percentage contribution quarterly,Subgroup,Early childhood education
CPIQ.SE9101PPCA,2023.06,0.023,FINAL,Percentage points contribution annual,Subgroup,Early childhood education
CPIQ.SE9101PPCP,2023.06,0,FINAL,Percentage points contribution quarterly,Subgroup,Early childhood education
CPIQ.SE9102,2023.06,1173,FINAL,Main CPI,Subgroup,Primary and secondary education
CPIQ.SE910200,2023.06,1173,FINAL,Main CPI,Class,Primary and secondary education
CPIQ.SE910200IPCA,2023.06,0.29,FINAL,Index point contribution annual,Class,Primary and secondary education
CPIQ.SE910200IPCP,2023.06,0,FINAL,Index point contribution quarterly,Class,Primary and secondary education
CPIQ.SE910200PCCA,2023.06,0.4,FINAL,Percentage contribution annual,Class,Primary and secondary education
CPIQ.SE910200PCCP,2023.06,0,FINAL,Percentage contribution quarterly,Class,Primary and secondary education
CPIQ.SE910200PPCA,2023.06,0.025,FINAL,Percentage points contribution annual,Class,Primary and secondary education
CPIQ.SE910200PPCP,2023.06,0,FINAL,Percentage points contribution quarterly,Class,Primary and secondary education
CPIQ.SE9102IPCA,2023.06,0.29,FINAL,Index point contribution annual,Subgroup,Primary and secondary education
CPIQ.SE9102IPCP,2023.06,0,FINAL,Index point contribution quarterly,Subgroup,Primary and secondary education
CPIQ.SE9102PCCA,2023.06,0.4,FINAL,Percentage contribution annual,Subgroup,Primary and secondary education
CPIQ.SE9102PCCP,2023.06,0,FINAL,Percentage contribution quarterly,Subgroup,Primary and secondary education
CPIQ.SE9102PPCA,2023.06,0.025,FINAL,Percentage points contribution annual,Subgroup,Primary and secondary education
CPIQ.SE9102PPCP,2023.06,0,FINAL,Percentage points contribution quarterly,Subgroup,Primary and secondary education
CPIQ.SE9103,2023.06,930,FINAL,Main CPI,Subgroup,Tertiary and other post school education
CPIQ.SE910300,2023.06,930,FINAL,Main CPI,Class,Tertiary and other post school education
CPIQ.SE910300IPCA,2023.06,0.3,FINAL,Index point contribution annual,Class,Tertiary and other post school education
CPIQ.SE910300IPCP,2023.06,0,FINAL,Index point contribution quarterly,Class,Tertiary and other post school education
CPIQ.SE910300PCCA,2023.06,0.4,FINAL,Percentage contribution annual,Class,Tertiary and other post school education
CPIQ.SE910300PCCP,2023.06,0,FINAL,Percentage contribution quarterly,Class,Tertiary and other post school education
CPIQ.SE910300PPCA,2023.06,0.025,FINAL,Percentage points contribution annual,Class,Tertiary and other post school education
CPIQ.SE910300PPCP,2023.06,0,FINAL,Percentage points contribution quarterly,Class,Tertiary and other post school education
CPIQ.SE9103IPCA,2023.06,0.3,FINAL,Index point contribution annual,Subgroup,Tertiary and other post school education
CPIQ.SE9103IPCP,2023.06,0,FINAL,Index point contribution quarterly,Subgroup,Tertiary and other post school education
